"ID;""RegioS"";""Perioden"";""PrijsindexVerkoopprijzen_1"";""OntwikkelingTOVVoorgaandePeriode_2"";""OntwikkelingTOVEenJaarEerder_3"";""VerkochteWoningen_4"";""OntwikkelingTOVVoorgaandePeriode_5"";""OntwikkelingTOVEenJaarEerder_6"";""GemiddeldeVerkoopprijs_7"";""TotaleWaardeVerkoopprijzen_8"""
"1304;""PV25"";""2011JJ00"";""   113.5"";""    -3.2"";""    -3.2"";""   13002"";""    -6.3"";""    -6.3"";""  245088"";""    3187"""
"1305;""PV25"";""2012KW01"";""   109.8"";""    -1.1"";""    -5.3"";""    2591"";""   -23.3"";""   -15.5"";""  242720"";""     629"""
"1306;""PV25"";""2012KW02"";""   107.7"";""    -1.9"";""    -5.6"";""    3939"";""    52.0"";""    24.3"";""  242237"";""     954"""
"1307;""PV25"";""2012KW03"";""   102.9"";""    -4.5"";""    -8.9"";""    2348"";""   -40.4"";""   -30.7"";""  221904"";""     521"""
"1308;""PV25"";""2012KW04"";""   102.5"";""    -0.4"";""    -7.7"";""    3874"";""    65.0"";""    14.7"";""  225033"";""     872"""
"1309;""PV25"";""2012JJ00"";""   105.7"";""    -6.9"";""    -6.9"";""   12752"";""    -1.9"";""    -1.9"";""  233365"";""    2976"""
"1310;""PV25"";""2013KW01"";""   100.2"";""    -2.2"";""    -8.7"";""    2503"";""   -35.4"";""    -3.4"";""  216854"";""     543"""
"1311;""PV25"";""2013KW02"";""    97.8"";""    -2.4"";""    -9.2"";""    2381"";""    -4.9"";""   -39.6"";""  214145"";""     510"""
"1312;""PV25"";""2013KW03"";""    98.3"";""     0.5"";""    -4.5"";""    3182"";""    33.6"";""    35.5"";""  217381"";""     692"""
"1313;""PV25"";""2013KW04"";""    97.2"";""    -1.1"";""    -5.2"";""    3994"";""    25.5"";""     3.1"";""  215095"";""     859"""
"1314;""PV25"";""2013JJ00"";""    98.4"";""    -6.9"";""    -6.9"";""   12060"";""    -5.4"";""    -5.4"";""  215875"";""    2603"""
"1315;""PV25"";""2014KW01"";""    97.6"";""     0.5"";""    -2.6"";""    3090"";""   -22.6"";""    23.5"";""  215196"";""     665"""
"1316;""PV25"";""2014KW02"";""    98.0"";""     0.3"";""     0.1"";""    3663"";""    18.5"";""    53.8"";""  218922"";""     802"""
"1317;""PV25"";""2014KW03"";""    98.4"";""     0.4"";""     0.1"";""    4259"";""    16.3"";""    33.8"";""  223453"";""     952"""
"1318;""PV25"";""2014KW04"";""    98.4"";""     0.0"";""     1.2"";""    5465"";""    28.3"";""    36.8"";""  226541"";""    1238"""
"1319;""PV25"";""2014JJ00"";""    98.1"";""    -0.3"";""    -0.3"";""   16477"";""    36.6"";""    36.6"";""  221921"";""    3657"""
"1320;""PV25"";""2015KW01"";""    99.3"";""     1.0"";""     1.7"";""    3760"";""   -31.2"";""    21.7"";""  220701"";""     830"""
"1321;""PV25"";""2015KW02"";""    99.2"";""    -0.1"";""     1.3"";""    4331"";""    15.2"";""    18.2"";""  225263"";""     976"""
"1322;""PV25"";""2015KW03"";""   100.6"";""     1.4"";""     2.2"";""    5483"";""    26.6"";""    28.7"";""  229694"";""    1259"""
"1323;""PV25"";""2015KW04"";""   100.9"";""     0.3"";""     2.5"";""    5514"";""     0.6"";""     0.9"";""  231102"";""    1274"""
"1324;""PV25"";""2015JJ00"";""   100.0"";""     2.0"";""     2.0"";""   19088"";""    15.8"";""    15.8"";""  227324"";""    4339"""
"1325;""PV25"";""2016KW01"";""   101.9"";""     1.0"";""     2.6"";""    4559"";""   -17.3"";""    21.3"";""  233349"";""    1064"""
"1326;""PV25"";""2016KW02"";""   102.2"";""     0.3"";""     3.0"";""    5490"";""    20.4"";""    26.8"";""  231390"";""    1270"""
"1327;""PV25"";""2016KW03"";""   104.6"";""     2.4"";""     4.0"";""    6839"";""    24.6"";""    24.7"";""  242215"";""    1657"""
"1328;""PV25"";""2016KW04"";""   105.5"";""     0.8"";""     4.6"";""    7022"";""     2.7"";""    27.3"";""  241297"";""    1694"""
"1329;""PV25"";""2016JJ00"";""   103.5"";""     3.5"";""     3.5"";""   23910"";""    25.3"";""    25.3"";""  237769"";""    5685"""
"1330;""PV25"";""2017KW01"";""   107.3"";""     1.8"";""     5.3"";""    6534"";""    -7.0"";""    43.3"";""  251103"";""    1641"""
"1331;""PV25"";""2017KW02"";""   108.9"";""     1.5"";""     6.5"";""    6916"";""     5.8"";""    26.0"";""  252857"";""    1749"""
"1332;""PV25"";""2017KW03"";""   111.5"";""     2.4"";""     6.5"";""    7160"";""     3.5"";""     4.7"";""  260711"";""    1867"""
"1333;""PV25"";""2017KW04"";""   113.8"";""     2.1"";""     7.9"";""    7823"";""     9.3"";""    11.4"";""  256349"";""    2005"""
"1334;""PV25"";""2017JJ00"";""   110.4"";""     6.6"";""     6.6"";""   28433"";""    18.9"";""    18.9"";""  255392"";""    7262"""
"1335;""PV25"";""2018KW01"";""   116.7"";""     2.6"";""     8.8"";""    6005"";""   -23.2"";""    -8.1"";""  268900"";""    1615"""
"1336;""PV25"";""2018KW02"";""   118.2"";""     1.3"";""     8.6"";""    6326"";""     5.3"";""    -8.5"";""  270321"";""    1710"""
"1337;""PV25"";""2018KW03"";""   120.7"";""     2.1"";""     8.2"";""    6602"";""     4.4"";""    -7.8"";""  277241"";""    1830"""
"1338;""PV25"";""2018KW04"";""   123.1"";""     2.0"";""     8.2"";""    6712"";""     1.7"";""   -14.2"";""  286157"";""    1921"""
"1339;""PV25"";""2018JJ00"";""   119.7"";""     8.4"";""     8.4"";""   25645"";""    -9.8"";""    -9.8"";""  275915"";""    7076"""
"1340;""PV25"";""2019KW01"";""   124.9"";""     1.5"";""     7.0"";""    5512"";""   -17.9"";""    -8.2"";""  289304"";""    1595"""
"1341;""PV25"";""2019KW02"";""   126.4"";""     1.2"";""     7.0"";""    6134"";""    11.3"";""    -3.0"";""  291656"";""    1789"""
"1342;""PV26"";""1995KW01"";""    38.5"";"""";"""";""    2655"";"""";"""";""  106065"";""     282"""
"1343;""PV26"";""1995KW02"";""    38.7"";""     0.4"";"""";""    2961"";""    11.5"";"""";""  108048"";""     320"""
"1344;""PV26"";""1995KW03"";""    39.9"";""     3.0"";"""";""    3232"";""     9.2"";"""";""  111493"";""     360"""
"1345;""PV26"";""1995KW04"";""    40.9"";""     2.6"";"""";""    3482"";""     7.7"";"""";""  112952"";""     393"""
"1346;""PV26"";""1995JJ00"";""    39.5"";"""";"""";""   12330"";"""";"""";""  109909"";""    1355"""
"1347;""PV26"";""1996KW01"";""    41.1"";""     0.6"";""     6.7"";""    3149"";""    -9.6"";""    18.6"";""  108719"";""     342"""
"1348;""PV26"";""1996KW02"";""    43.1"";""     4.8"";""    11.4"";""    3741"";""    18.8"";""    26.3"";""  116867"";""     437"""
"1349;""PV26"";""1996KW03"";""    44.8"";""     3.9"";""    12.4"";""    3880"";""     3.7"";""    20.1"";""  120832"";""     469"""
"1350;""PV26"";""1996KW04"";""    45.8"";""     2.2"";""    12.0"";""    4126"";""     6.3"";""    18.5"";""  124830"";""     515"""
"1351;""PV26"";""1996JJ00"";""    43.7"";""    10.7"";""    10.7"";""   14896"";""    20.8"";""    20.8"";""  118383"";""    1763"""
"1352;""PV26"";""1997KW01"";""    47.3"";""     3.4"";""    15.1"";""    3351"";""   -18.8"";""     6.4"";""  127317"";""     427"""
"1353;""PV26"";""1997KW02"";""    48.9"";""     3.2"";""    13.3"";""    3908"";""    16.6"";""     4.5"";""  131693"";""     515"""
"1354;""PV26"";""1997KW03"";""    50.9"";""     4.1"";""    13.5"";""    3885"";""    -0.6"";""     0.1"";""  139720"";""     543"""
"1355;""PV26"";""1997KW04"";""    51.6"";""     1.5"";""    12.7"";""    3983"";""     2.5"";""    -3.5"";""  140591"";""     560"""
"1356;""PV26"";""1997JJ00"";""    49.7"";""    13.7"";""    13.7"";""   15127"";""     1.6"";""     1.6"";""  135128"";""    2044"""
"1357;""PV26"";""1998KW01"";""    53.8"";""     4.3"";""    13.7"";""    3002"";""   -24.6"";""   -10.4"";""  146489"";""     440"""
"1358;""PV26"";""1998KW02"";""    54.5"";""     1.3"";""    11.6"";""    3625"";""    20.8"";""    -7.2"";""  150859"";""     547"""
"1359;""PV26"";""1998KW03"";""    56.6"";""     3.8"";""    11.3"";""    3878"";""     7.0"";""    -0.2"";""  152337"";""     591"""
"1360;""PV26"";""1998KW04"";""    58.2"";""     2.8"";""    12.8"";""    4261"";""     9.9"";""     7.0"";""  152201"";""     649"""
"1361;""PV26"";""1998JJ00"";""    55.8"";""    12.3"";""    12.3"";""   14766"";""    -2.4"";""    -2.4"";""  150746"";""    2226"""
"1362;""PV26"";""1999KW01"";""    61.1"";""     5.0"";""    13.5"";""    3206"";""   -24.8"";""     6.8"";""  154648"";""     496"""
"1363;""PV26"";""1999KW02"";""    64.3"";""     5.2"";""    17.8"";""    3840"";""    19.8"";""     5.9"";""  174553"";""     670"""
"1364;""PV26"";""1999KW03"";""    68.2"";""     6.1"";""    20.4"";""    4366"";""    13.7"";""    12.6"";""  184112"";""     804"""
"1365;""PV26"";""1999KW04"";""    71.6"";""     5.1"";""    23.1"";""    4394"";""     0.6"";""     3.1"";""  197460"";""     868"""
"1366;""PV26"";""1999JJ00"";""    66.3"";""    18.8"";""    18.8"";""   15806"";""     7.0"";""     7.0"";""  179524"";""    2838"""
"1367;""PV26"";""2000KW01"";""    74.3"";""     3.8"";""    21.7"";""    3176"";""   -27.7"";""    -0.9"";""  195566"";""     621"""
"1368;""PV26"";""2000KW02"";""    77.7"";""     4.5"";""    20.9"";""    3844"";""    21.0"";""     0.1"";""  205061"";""     788"""
"1369;""PV26"";""2000KW03"";""    80.9"";""     4.2"";""    18.8"";""    3968"";""     3.2"";""    -9.1"";""  222034"";""     881"""
"1370;""PV26"";""2000KW04"";""    81.9"";""     1.2"";""    14.4"";""    4365"";""    10.0"";""    -0.7"";""  216015"";""     943"""
"1371;""PV26"";""2000JJ00"";""    78.7"";""    18.8"";""    18.8"";""   15353"";""    -2.9"";""    -2.9"";""  210598"";""    3233"""
"1372;""PV26"";""2001KW01"";""    82.7"";""     1.0"";""    11.3"";""    2953"";""   -32.3"";""    -7.0"";""  223331"";""     659"""
"1373;""PV26"";""2001KW02"";""    84.1"";""     1.6"";""     8.2"";""    3740"";""    26.7"";""    -2.7"";""  223910"";""     837"""
"1374;""PV26"";""2001KW03"";""    86.0"";""     2.3"";""     6.3"";""    4306"";""    15.1"";""     8.5"";""  228674"";""     985"""
"1375;""PV26"";""2001KW04"";""    86.5"";""     0.5"";""     5.6"";""    4488"";""     4.2"";""     2.8"";""  225632"";""    1013"""
"1376;""PV26"";""2001JJ00"";""    84.8"";""     7.8"";""     7.8"";""   15487"";""     0.9"";""     0.9"";""  225623"";""    3494"""
"1377;""PV26"";""2002KW01"";""    88.2"";""     1.9"";""     6.5"";""    3429"";""   -23.6"";""    16.1"";""  230233"";""     789"""
"1378;""PV26"";""2002KW02"";""    88.8"";""     0.7"";""     5.6"";""    3624"";""     5.7"";""    -3.1"";""  232803"";""     844"""
"1379;""PV26"";""2002KW03"";""    89.7"";""     1.0"";""     4.2"";""    4129"";""    13.9"";""    -4.1"";""  236209"";""     975"""
"1380;""PV26"";""2002KW04"";""    88.4"";""    -1.4"";""     2.2"";""    4124"";""    -0.1"";""    -8.1"";""  232875"";""     960"""
"1381;""PV26"";""2002JJ00"";""    88.7"";""     4.6"";""     4.6"";""   15306"";""    -1.2"";""    -1.2"";""  233166"";""    3569"""
"1382;""PV26"";""2003KW01"";""    90.4"";""     2.2"";""     2.5"";""    3099"";""   -24.9"";""    -9.6"";""  230798"";""     715"""
"1383;""PV26"";""2003KW02"";""    91.6"";""     1.3"";""     3.2"";""    3480"";""    12.3"";""    -4.0"";""  233329"";""     812"""
"1384;""PV26"";""2003KW03"";""    92.8"";""     1.3"";""     3.5"";""    3767"";""     8.2"";""    -8.8"";""  241235"";""     909"""
"1385;""PV26"";""2003KW04"";""    93.5"";""     0.8"";""     5.8"";""    4378"";""    16.2"";""     6.2"";""  241875"";""    1059"""
"1386;""PV26"";""2003JJ00"";""    92.1"";""     3.7"";""     3.7"";""   14724"";""    -3.8"";""    -3.8"";""  237360"";""    3495"""
"1387;""PV26"";""2004KW01"";""    94.9"";""     1.5"";""     4.9"";""    3077"";""   -29.7"";""    -0.7"";""  243217"";""     748"""
"1388;""PV26"";""2004KW02"";""    95.7"";""     0.9"";""     4.5"";""    3813"";""    23.9"";""     9.6"";""  244976"";""     934"""
"1389;""PV26"";""2004KW03"";""    97.8"";""     2.2"";""     5.4"";""    3993"";""     4.7"";""     6.0"";""  256483"";""    1024"""
"1390;""PV26"";""2004KW04"";""    97.7"";""    -0.1"";""     4.5"";""    4081"";""     2.2"";""    -6.8"";""  246028"";""    1004"""
"1391;""PV26"";""2004JJ00"";""    96.5"";""     4.8"";""     4.8"";""   14964"";""     1.6"";""     1.6"";""  247971"";""    3711"""
"1392;""PV26"";""2005KW01"";""    99.8"";""     2.1"";""     5.2"";""    3125"";""   -23.4"";""     1.6"";""  254622"";""     796"""
"1393;""PV26"";""2005KW02"";""   100.1"";""     0.3"";""     4.6"";""    3909"";""    25.1"";""     2.5"";""  251765"";""     984"""
"1394;""PV26"";""2005KW03"";""   101.4"";""     1.4"";""     3.7"";""    4507"";""    15.3"";""    12.9"";""  260643"";""    1175"""
"1395;""PV26"";""2005KW04"";""   102.1"";""     0.7"";""     4.5"";""    4689"";""     4.0"";""    14.9"";""  262243"";""    1230"""
"1396;""PV26"";""2005JJ00"";""   100.8"";""     4.5"";""     4.5"";""   16230"";""     8.5"";""     8.5"";""  257807"";""    4184"""
"1397;""PV26"";""2006KW01"";""   103.9"";""     1.8"";""     4.2"";""    3913"";""   -16.5"";""    25.2"";""  268320"";""    1050"""
"1398;""PV26"";""2006KW02"";""   105.3"";""     1.3"";""     5.2"";""    4222"";""     7.9"";""     8.0"";""  270478"";""    1142"""
"1399;""PV26"";""2006KW03"";""   107.0"";""     1.7"";""     5.5"";""    4362"";""     3.3"";""    -3.2"";""  274322"";""    1197"""
"1400;""PV26"";""2006KW04"";""   107.8"";""     0.8"";""     5.6"";""    4259"";""    -2.4"";""    -9.2"";""  278177"";""    1185"""
"1401;""PV26"";""2006JJ00"";""   106.0"";""     5.1"";""     5.1"";""   16756"";""     3.2"";""     3.2"";""  272931"";""    4573"""
"1402;""PV26"";""2007KW01"";""   109.8"";""     1.8"";""     5.7"";""    3503"";""   -17.8"";""   -10.5"";""  282966"";""     991"""
"1403;""PV26"";""2007KW02"";""   111.7"";""     1.7"";""     6.1"";""    4004"";""    14.3"";""    -5.2"";""  289298"";""    1158"""
"1404;""PV26"";""2007KW03"";""   113.8"";""     1.9"";""     6.4"";""    4220"";""     5.4"";""    -3.3"";""  296398"";""    1251"""
"1405;""PV26"";""2007KW04"";""   115.2"";""     1.2"";""     6.8"";""    4174"";""    -1.1"";""    -2.0"";""  292052"";""    1219"""
"1406;""PV26"";""2007JJ00"";""   112.6"";""     6.2"";""     6.2"";""   15901"";""    -5.1"";""    -5.1"";""  290511"";""    4619"""
"1407;""PV26"";""2008KW01"";""   115.6"";""     0.4"";""     5.2"";""    3439"";""   -17.6"";""    -1.8"";""  294076"";""    1011"""
"1408;""PV26"";""2008KW02"";""   116.0"";""     0.4"";""     3.9"";""    3945"";""    14.7"";""    -1.5"";""  298671"";""    1178"""
"1409;""PV26"";""2008KW03"";""   118.9"";""     2.5"";""     4.5"";""    4062"";""     3.0"";""    -3.7"";""  310308"";""    1260"""
"1410;""PV26"";""2008KW04"";""   117.8"";""    -1.0"";""     2.3"";""    3670"";""    -9.7"";""   -12.1"";""  299958"";""    1101"""
"1411;""PV26"";""2008JJ00"";""   117.1"";""     4.0"";""     4.0"";""   15116"";""    -4.9"";""    -4.9"";""  301065"";""    4551"""
"1412;""PV26"";""2009KW01"";""   117.1"";""    -0.6"";""     1.3"";""    2224"";""   -39.4"";""   -35.3"";""  287148"";""     639"""
"1413;""PV26"";""2009KW02"";""   114.4"";""    -2.3"";""    -1.4"";""    2402"";""     8.0"";""   -39.1"";""  282705"";""     679"""
"1414;""PV26"";""2009KW03"";""   112.0"";""    -2.1"";""    -5.8"";""    2660"";""    10.7"";""   -34.5"";""  272784"";""     726"""
"1415;""PV26"";""2009KW04"";""   111.3"";""    -0.6"";""    -5.5"";""    2827"";""     6.3"";""   -23.0"";""  279684"";""     791"""
"1416;""PV26"";""2009JJ00"";""   113.7"";""    -2.9"";""    -2.9"";""   10113"";""   -33.1"";""   -33.1"";""  280228"";""    2834"""
"1417;""PV26"";""2010KW01"";""   112.3"";""     0.8"";""    -4.2"";""    2179"";""   -22.9"";""    -2.0"";""  280042"";""     610"""
"1418;""PV26"";""2010KW02"";""   110.8"";""    -1.3"";""    -3.2"";""    2569"";""    17.9"";""     7.0"";""  288379"";""     741"""
"1419;""PV26"";""2010KW03"";""   111.6"";""     0.7"";""    -0.4"";""    2758"";""     7.4"";""     3.7"";""  286661"";""     791"""
"1420;""PV26"";""2010KW04"";""   109.8"";""    -1.6"";""    -1.4"";""    2767"";""     0.3"";""    -2.1"";""  280111"";""     775"""
"1421;""PV26"";""2010JJ00"";""   111.1"";""    -2.3"";""    -2.3"";""   10273"";""     1.6"";""     1.6"";""  283922"";""    2917"""
"1422;""PV26"";""2011KW01"";""   109.2"";""    -0.5"";""    -2.7"";""    2335"";""   -15.6"";""     7.2"";""  284906"";""     665"""
"1423;""PV26"";""2011KW02"";""   109.4"";""     0.1"";""    -1.3"";""    2378"";""     1.8"";""    -7.4"";""  286119"";""     680"""
"1424;""PV26"";""2011KW03"";""   108.2"";""    -1.1"";""    -3.0"";""    2643"";""    11.1"";""    -4.2"";""  288745"";""     763"""
"1425;""PV26"";""2011KW04"";""   106.5"";""    -1.6"";""    -3.0"";""    2622"";""    -0.8"";""    -5.2"";""  272471"";""     714"""
"1426;""PV26"";""2011JJ00"";""   108.3"";""    -2.5"";""    -2.5"";""    9978"";""    -2.9"";""    -2.9"";""  282944"";""    2823"""
"1427;""PV26"";""2012KW01"";""   105.7"";""    -0.7"";""    -3.2"";""    1983"";""   -24.4"";""   -15.1"";""  278705"";""     553"""
"1428;""PV26"";""2012KW02"";""   103.4"";""    -2.2"";""    -5.5"";""    2831"";""    42.8"";""    19.1"";""  282151"";""     799"""
"1429;""PV26"";""2012KW03"";""    97.9"";""    -5.3"";""    -9.5"";""    1750"";""   -38.2"";""   -33.8"";""  251360"";""     440"""
"1430;""PV26"";""2012KW04"";""    97.8"";""     0.0"";""    -8.1"";""    2940"";""    68.0"";""    12.1"";""  254187"";""     747"""
"1431;""PV26"";""2012JJ00"";""   101.2"";""    -6.6"";""    -6.6"";""    9504"";""    -4.8"";""    -4.8"";""  267112"";""    2539"""
"1432;""PV26"";""2013KW01"";""    95.7"";""    -2.2"";""    -9.5"";""    1790"";""   -39.1"";""    -9.7"";""  241505"";""     432"""
"1433;""PV26"";""2013KW02"";""    94.3"";""    -1.5"";""    -8.8"";""    1681"";""    -6.1"";""   -40.6"";""  247845"";""     417"""
"1434;""PV26"";""2013KW03"";""    94.1"";""    -0.2"";""    -3.8"";""    2336"";""    39.0"";""    33.5"";""  256958"";""     600"""
"1435;""PV26"";""2013KW04"";""    94.0"";""    -0.1"";""    -3.9"";""    2835"";""    21.4"";""    -3.6"";""  249403"";""     707"""
"1436;""PV26"";""2013JJ00"";""    94.5"";""    -6.6"";""    -6.6"";""    8642"";""    -9.1"";""    -9.1"";""  249506"";""    2156"""
"1437;""PV26"";""2014KW01"";""    95.0"";""     1.0"";""    -0.8"";""    2412"";""   -14.9"";""    34.7"";""  248809"";""     600"""
"1438;""PV26"";""2014KW02"";""    95.8"";""     0.9"";""     1.6"";""    2925"";""    21.3"";""    74.0"";""  255350"";""     747"""
"1439;""PV26"";""2014KW03"";""    97.0"";""     1.2"";""     3.1"";""    3550"";""    21.4"";""    52.0"";""  259334"";""     921"""
"1440;""PV26"";""2014KW04"";""    97.3"";""     0.3"";""     3.5"";""    4377"";""    23.3"";""    54.4"";""  258547"";""    1132"""
"1441;""PV26"";""2014JJ00"";""    96.3"";""     1.9"";""     1.9"";""   13264"";""    53.5"";""    53.5"";""  256282"";""    3399"""
"1442;""PV26"";""2015KW01"";""    98.8"";""     1.6"";""     4.1"";""    2928"";""   -33.1"";""    21.4"";""  258633"";""     757"""
"1443;""PV26"";""2015KW02"";""    98.9"";""     0.1"";""     3.2"";""    3433"";""    17.2"";""    17.4"";""  260309"";""     894"""
"1444;""PV26"";""2015KW03"";""   100.7"";""     1.8"";""     3.8"";""    4398"";""    28.1"";""    23.9"";""  264457"";""    1163"""
"1445;""PV26"";""2015KW04"";""   101.5"";""     0.8"";""     4.3"";""    4641"";""     5.5"";""     6.0"";""  270952"";""    1257"""
"1446;""PV26"";""2015JJ00"";""   100.0"";""     3.9"";""     3.9"";""   15400"";""    16.1"";""    16.1"";""  264382"";""    4071"""
"1447;""PV26"";""2016KW01"";""   103.4"";""     1.9"";""     4.7"";""    3792"";""   -18.3"";""    29.5"";""  269094"";""    1020"""
"1448;""PV26"";""2016KW02"";""   104.6"";""     1.1"";""     5.7"";""    4279"";""    12.8"";""    24.6"";""  276266"";""    1182"""
"1449;""PV26"";""2016KW03"";""   107.6"";""     2.9"";""     6.9"";""    5199"";""    21.5"";""    18.2"";""  292663"";""    1522"""
"1450;""PV26"";""2016KW04"";""   109.5"";""     1.8"";""     7.9"";""    5020"";""    -3.4"";""     8.2"";""  289167"";""    1452"""
"1451;""PV26"";""2016JJ00"";""   106.3"";""     6.3"";""     6.3"";""   18290"";""    18.8"";""    18.8"";""  282981"";""    5176"""
"1452;""PV26"";""2017KW01"";""   112.3"";""     2.5"";""     8.6"";""    4439"";""   -11.6"";""    17.1"";""  304454"";""    1351"""
"1453;""PV26"";""2017KW02"";""   114.4"";""     1.9"";""     9.4"";""    4409"";""    -0.7"";""     3.0"";""  318140"";""    1403"""
"1454;""PV26"";""2017KW03"";""   117.5"";""     2.6"";""     9.1"";""    4874"";""    10.5"";""    -6.3"";""  316011"";""    1540"""
